id,Booking_status,Probability
45134,1,0.673582
45135,1,0.87410635
45136,1,0.5910746
45137,0,0.09781642
45138,1,0.8998111
45139,0,0.10234513
45140,1,0.7316843
45141,0,0.27754492
45142,0,0.029869884
45143,0,0.19649114
45144,1,0.6100911
45145,0,0.0030558563
45146,0,0.15209846
45147,0,0.25821567
45148,1,0.6032422
45149,0,0.06627444
45150,0,0.49432415
45151,0,0.27546883
45152,0,0.2103561
45153,1,0.76229703
45154,1,0.6846239
45155,0,0.1768701
45156,1,0.6980663
45157,0,0.2702231
45158,0,0.44517508
45159,0,0.048325147
45160,1,0.6912327
45161,0,0.020431418
45162,0,0.1321452
45163,1,0.8356683
45164,0,0.07506292
45165,0,0.057419606
45166,0,0.13598882
45167,1,0.72150135
45168,0,0.056797218
45169,1,0.5197069
45170,0,0.048119854
45171,1,0.6072764
45172,0,0.07374792
45173,0,0.14799507
45174,1,0.73577046
45175,0,0.3543861
45176,1,0.79337126
45177,0,0.34271604
45178,0,0.41930813
45179,0,0.16383196
45180,0,0.13946338
45181,0,0.37245527
45182,0,0.054200977
45183,1,0.9058161
45184,1,0.5314315
45185,0,0.2737005
45186,0,0.05314096
45187,0,0.021714192
45188,0,0.24661396
45189,0,0.045229636
45190,0,0.14636493
45191,0,0.12449068
45192,1,0.88086957
45193,1,0.68309975
45194,1,0.9375233
45195,1,0.9099552
45196,0,0.43230978
45197,1,0.8767743
45198,0,0.29520807
45199,1,0.90016276
45200,1,0.52600557
45201,0,0.2561133
45202,1,0.86210203
45203,0,0.4520129
45204,1,0.69288635
45205,1,0.7918771
45206,0,0.3132745
45207,0,0.49414906
45208,0,0.026991274
45209,0,0.080445156
45210,0,0.21515779
45211,1,0.5368669
45212,0,0.21133761
45213,0,0.2004983
45214,0,0.46312407
45215,0,0.06352187
45216,0,0.25482365
45217,0,0.0074886964
45218,0,0.35630852
45219,0,0.3728802
45220,1,0.91114014
45221,0,0.31307918
45222,1,0.8440519
45223,0,0.46491474
45224,1,0.8979395
45225,0,8.2947765e-10
45226,1,0.65277624
45227,0,0.19277436
45228,0,0.077863574
45229,1,0.9563868
45230,0,0.20703568
45231,1,0.8056164
45232,1,0.8004616
45233,0,0.4581304
45234,1,0.81376284
45235,0,1.9506158e-06
45236,1,0.9311103
45237,0,0.3038894
45238,1,0.5209014
45239,1,0.57984424
45240,1,0.54543734
45241,1,0.7888891
45242,0,0.027467364
45243,0,0.25738686
45244,0,0.07321725
45245,1,0.7438121
45246,1,0.9177003
45247,1,0.69384074
45248,1,0.5184365
45249,1,0.544915
45250,0,0.20719366
45251,0,0.048862003
45252,1,0.7349372
45253,1,0.69189495
45254,0,0.30762258
45255,1,0.81536233
45256,0,0.019927572
45257,1,0.5310239
45258,0,0.25020316
45259,0,0.071833484
45260,1,0.90297884
45261,0,0.38225102
45262,1,0.64686054
45263,1,0.7935881
45264,1,0.55759275
45265,0,0.24244273
45266,0,0.09922445
45267,0,0.094620824
45268,1,0.63539225
45269,1,0.6803984
45270,1,0.92595553
45271,1,0.70788497
45272,0,0.47091225
45273,0,0.34620142
45274,0,0.30459598
45275,0,0.08879802
45276,0,0.063175224
45277,0,0.102748975
45278,1,0.73198247
45279,1,0.8246177
45280,1,0.68963647
45281,0,0.09786162
45282,1,0.88252527
45283,1,0.70709044
45284,0,0.14587961
45285,0,0.21710014
45286,0,0.020528547
45287,0,0.47895664
45288,1,0.68739897
45289,0,0.22987126
45290,0,0.21594161
45291,0,0.20074753
45292,1,0.7724698
45293,0,0.109582655
45294,0,0.33245188
45295,0,0.46082625
45296,1,0.67455757
45297,0,0.1269229
45298,0,0.16981277
45299,0,0.005283549
45300,0,0.07443512
45301,0,0.44280612
45302,0,0.015444154
45303,0,0.33224815
45304,1,0.70691234
45305,1,0.96500576
45306,0,0.059602402
45307,0,0.4554748
45308,0,1.6894051e-05
45309,1,0.5072136
45310,1,0.8693862
45311,1,0.7531941
45312,0,0.25259134
45313,0,0.03714118
45314,0,0.42681804
45315,0,0.00055369566
45316,1,0.75354505
45317,0,0.10889206
45318,0,0.0038238661
45319,0,0.27483898
45320,0,0.09225992
45321,0,0.31423426
45322,0,0.43421388
45323,0,0.19521542
45324,0,0.34668854
45325,1,0.74178666
45326,0,0.23907532
45327,0,0.07116099
45328,0,0.4099284
45329,1,0.6663822
45330,0,0.032865066
45331,0,0.18001463
45332,1,0.91209495
45333,0,0.41065174
45334,1,0.9453376
45335,1,0.5429247
45336,0,0.037680633
45337,1,0.61118287
45338,1,0.61840695
45339,0,0.32816887
45340,0,0.10493573
45341,1,0.65015686
45342,1,0.65689373
45343,0,0.03575232
45344,0,0.29050583
45345,1,0.5556014
45346,0,0.10714358
45347,1,0.7661082
45348,1,0.60916567
45349,0,0.48387107
45350,0,0.42312545
45351,0,0.06768481
45352,0,0.15880242
45353,0,0.19214247
45354,1,0.7358555
45355,1,0.71405023
45356,0,0.035885222
45357,0,0.027417764
45358,0,0.403966
45359,1,0.7186542
45360,0,0.22482738
45361,0,0.34161487
45362,1,0.5311938
45363,1,0.765815
45364,0,0.07733825
45365,0,0.116437726
45366,0,0.035935324
45367,0,0.069810756
45368,1,0.64676666
45369,1,0.5424687
45370,1,0.7665656
45371,0,0.33451045
45372,0,0.028316993
45373,0,0.12700552
45374,0,0.21078433
45375,0,0.13148957
45376,1,0.66679734
45377,1,0.76646084
45378,0,0.3035639
45379,0,0.44310218
45380,0,0.45607242
45381,0,0.022961376
45382,0,0.0919495
45383,0,0.031686906
45384,0,0.2708625
45385,0,0.15396851
45386,1,0.81005114
45387,0,0.078191
45388,1,0.85029644
45389,0,0.06490231
45390,1,0.90101254
45391,0,0.107026674
45392,0,0.009947651
45393,0,0.09412497
45394,1,0.62930346
45395,1,0.8467024
45396,1,0.64781386
45397,0,0.417758
45398,1,0.7292982
45399,1,0.6689438
45400,0,0.047556672
45401,0,0.3193811
45402,0,0.24569955
45403,1,0.7252037
45404,0,0.46528298
45405,1,0.70699626
45406,1,0.7806439
45407,0,0.12777206
45408,0,0.04218413
45409,1,0.5492659
45410,1,0.67265755
45411,0,0.4206109
45412,0,0.2737173
45413,0,0.42395213
45414,0,0.45722857
45415,0,0.05752908
45416,0,0.2161083
45417,0,0.05988298
45418,0,0.022024011
45419,1,0.8643371
45420,0,0.025951609
45421,0,0.38787696
45422,0,0.42418027
45423,0,0.20072353
45424,0,0.31335932
45425,1,0.64634633
45426,1,0.68096733
45427,1,0.791193
45428,0,0.39592132
45429,1,0.8517659
45430,0,0.059672024
45431,0,0.076469265
45432,1,0.6952599
45433,0,0.16027795
45434,0,0.087089635
45435,0,0.016101545
45436,1,0.8262857
45437,1,0.55941993
45438,0,0.43494698
45439,1,0.84020406
45440,1,0.75381625
45441,1,0.8615756
45442,0,0.048733637
45443,0,0.21217044
45444,0,0.23007905
45445,0,0.41550246
45446,0,0.24326484
45447,1,0.8624446
45448,0,0.18065761
45449,0,0.4335609
45450,1,0.6248639
45451,0,0.36040384
45452,0,0.40430555
45453,0,0.2209631
45454,1,0.7373862
45455,1,0.68506646
45456,0,3.0957176e-06
45457,0,0.1822043
45458,1,0.5017965
45459,1,0.7489716
45460,0,0.07334411
45461,0,0.29522082
45462,1,0.7801527
45463,0,0.3222106
45464,0,0.086167514
45465,0,0.030057915
45466,0,0.018150577
45467,0,0.0056544743
45468,1,0.9049642
45469,0,0.3234861
45470,0,0.039604656
45471,0,0.037080646
45472,1,0.52700794
45473,0,0.15331575
45474,1,0.54082686
45475,1,0.84533054
45476,0,0.030834487
45477,1,0.7512274
45478,0,0.06544831
45479,0,0.06411467
45480,1,0.77624834
45481,0,0.17309122
45482,0,0.3148958
45483,0,0.36331734
45484,0,0.069575004
45485,0,0.29752457
45486,0,0.3293191
45487,0,0.2456608
45488,0,0.073851526
45489,0,0.09926332
45490,0,0.1010528
45491,1,0.9350452
45492,0,0.36538017
45493,0,0.03924203
45494,0,0.14941788
45495,0,0.22052382
45496,0,0.32125306
45497,0,0.4907466
45498,1,0.94311404
45499,1,0.6390126
45500,0,0.24109802
45501,0,0.28341395
45502,1,0.88318825
45503,0,0.030152751
45504,0,0.106463194
45505,1,0.6498279
45506,0,0.050514076
45507,0,0.035214443
45508,0,0.21360229
45509,1,0.731166
45510,1,0.76536953
45511,0,0.08035786
45512,1,0.6323594
45513,0,0.27033055
45514,0,0.4016089
45515,0,0.4270927
45516,0,0.37660405
45517,0,0.07803024
45518,0,0.049098376
45519,0,0.2902148
45520,0,0.41323426
45521,1,0.8749781
45522,0,0.06478408
45523,0,0.35498306
45524,0,0.2557634
45525,0,0.27250394
45526,0,0.24156275
45527,0,0.006759477
45528,0,0.05725193
45529,1,0.7507739
45530,1,0.7257309
45531,1,0.73926306
45532,0,0.013002052
45533,0,0.17775604
45534,1,0.80966765
45535,1,0.56590044
45536,1,0.7954007
45537,1,0.70412415
45538,0,0.23681861
45539,0,0.3369897
45540,1,0.8291553
45541,1,0.76464695
45542,1,0.5911498
45543,0,0.0012639451
45544,0,0.14325324
45545,0,0.1719313
45546,1,0.7893751
45547,1,0.9059887
45548,0,0.15533149
45549,0,0.042282566
45550,0,0.04069077
45551,0,0.006181239
45552,1,0.59362555
45553,1,0.5162268
45554,0,0.47239152
45555,1,0.5488514
45556,0,0.016615476
45557,0,0.41095302
45558,0,0.4454226
45559,0,0.16270933
45560,0,0.12540226
45561,1,0.5646024
45562,1,0.9279215
45563,0,0.051828332
45564,0,0.49384308
45565,1,0.6779171
45566,0,0.41609904
45567,0,0.35340735
45568,1,0.5110445
45569,0,0.018620094
45570,1,0.88044053
45571,0,0.020161903
45572,0,0.13687988
45573,0,0.4010267
45574,1,0.6211144
45575,0,0.09816821
45576,0,8.93099e-05
45577,0,0.22568682
45578,0,0.02399471
45579,0,0.14126106
45580,1,0.67523354
45581,0,0.19099368
45582,1,0.63646173
45583,0,0.0154393045
45584,0,0.07426211
45585,0,3.5084864e-05
45586,0,0.047748435
45587,0,0.11153708
45588,1,0.712774
45589,0,0.00792682
45590,1,0.72020155
45591,0,0.35893616
45592,0,0.49586925
45593,0,0.07084091
45594,0,0.4405115
45595,1,0.5021809
45596,0,0.045209993
45597,0,0.32904515
45598,0,0.1610206
45599,1,0.6613006
45600,1,0.8995129
45601,0,0.22520578
45602,0,0.18380304
45603,0,0.14518787
45604,0,0.25360137
45605,0,0.15772249
45606,0,0.0120448675
45607,1,0.8574958
45608,0,0.15982178
45609,0,0.23992185
45610,0,0.3125747
45611,0,0.27694362
45612,0,4.421301e-05
45613,0,0.12484307
45614,0,0.10270959
45615,0,0.026746111
45616,0,0.22777501
45617,0,0.3816748
45618,0,0.15935817
45619,1,0.7345812
45620,0,0.09438838
45621,1,0.68153954
45622,1,0.61494195
45623,0,0.23428656
45624,0,0.09583333
45625,1,0.7666573
45626,0,0.05451623
45627,0,0.049655154
45628,1,0.7873117
45629,0,0.03646214
45630,1,0.6122413
45631,0,0.08209707
45632,0,0.019001808
45633,0,0.47496945
45634,0,0.42539257
45635,0,0.07302847
45636,0,0.19476295
45637,1,0.5586456
45638,0,0.035822153
45639,0,0.22110166
45640,0,0.49117213
45641,1,0.7096308
45642,0,0.39611727
45643,1,0.8320484
45644,0,0.18456513
45645,0,0.10854891
45646,0,7.344989e-23
45647,1,0.5589467
45648,0,0.23943432
45649,0,0.26030138
45650,0,0.3238457
45651,0,0.19665562
45652,0,0.117313646
45653,1,0.7717311
45654,0,0.2531021
45655,1,0.7739994
45656,1,0.6304967
45657,0,0.24455902
45658,0,0.3056512
45659,0,0.396762
45660,0,0.100675054
45661,0,0.17193136
45662,1,0.67381907
45663,1,0.83565956
45664,1,0.63179237
45665,1,0.83023816
45666,1,0.7776142
45667,0,0.084389895
45668,0,0.18527971
45669,0,0.019084943
45670,1,0.7724684
45671,1,0.51326656
45672,0,0.4731289
45673,1,0.5280171
45674,1,0.8737352
45675,0,0.22775039
45676,0,0.2821895
45677,0,0.13493821
45678,0,0.38640147
45679,0,0.1917424
45680,0,0.013452699
45681,0,0.0009602271
45682,1,0.630422
45683,0,0.22746786
45684,0,0.06180967
45685,1,0.8732711
45686,0,0.45403713
45687,1,0.6842301
45688,0,0.06811721
45689,1,0.7042673
45690,1,0.51673275
45691,0,0.22092609
45692,0,0.042098418
45693,0,0.49423814
45694,1,0.83262
45695,0,3.3260505e-05
45696,0,0.45677352
45697,0,0.13303776
45698,0,0.07369986
45699,0,0.2340856
45700,0,0.30991167
45701,1,0.52531123
45702,1,0.7991712
45703,0,0.21142629
45704,0,0.19281192
45705,0,3.0122607e-09
45706,1,0.60156727
45707,1,0.7994233
45708,0,0.24747981
45709,1,0.58540124
45710,0,0.14184186
45711,1,0.63851047
45712,0,0.007373353
45713,1,0.52330583
45714,0,0.37240505
45715,1,0.6735598
45716,0,0.16765796
45717,1,0.5801449
45718,0,0.021319473
45719,1,0.8296278
45720,0,0.45412186
45721,1,0.8511236
45722,1,0.7820981
45723,0,0.4704989
45724,1,0.75646853
45725,0,0.00025514312
45726,1,0.8069456
45727,0,0.46620074
45728,1,0.75788105
45729,0,0.2229888
45730,1,0.9163784
45731,0,0.30253673
45732,1,0.7941611
45733,0,0.08696063
45734,0,0.03898795
45735,0,0.08386709
45736,0,0.002016934
45737,0,0.3318833
45738,0,0.21416278
45739,0,0.46460134
45740,0,0.40366855
45741,0,0.3367147
45742,0,0.0940812
45743,1,0.61292404
45744,1,0.9040304
45745,0,0.2418966
45746,0,0.12514345
45747,0,0.20958415
45748,0,0.22131754
45749,1,0.7413346
45750,0,0.017453799
45751,1,0.8873912
45752,1,0.78312093
45753,0,0.06677702
45754,0,0.00025452473
45755,1,0.92256594
45756,1,0.75407255
45757,0,0.24008559
45758,0,0.37931886
45759,0,0.09891821
45760,0,0.2503617
45761,0,0.059632074
45762,0,0.4613152
45763,1,0.55536157
45764,0,0.23900838
45765,0,0.04078844
45766,1,0.8048896
45767,0,0.19871037
45768,1,0.6610121
45769,1,0.89754725
45770,1,0.7947936
45771,0,0.059775937
45772,1,0.6498404
45773,0,0.08132848
45774,1,0.6391247
45775,0,0.056100003
45776,0,0.45866752
45777,1,0.83761126
45778,0,0.20708632
45779,0,0.17221922
45780,0,0.2189155
45781,1,0.8154672
45782,0,0.018467078
45783,1,0.8379603
45784,1,0.81105435
45785,0,0.058873706
45786,0,5.2075575e-05
45787,1,0.7746684
45788,0,0.00024915696
45789,0,0.00083369575
45790,0,0.03520353
45791,1,0.77807045
45792,0,0.04742347
45793,0,0.38810632
45794,1,0.8922639
45795,1,0.52096754
45796,0,0.14882465
45797,1,0.8796623
45798,0,0.04995447
45799,0,0.07305557
45800,0,0.16769752
45801,0,0.1323844
45802,0,0.1744093
45803,0,0.022364035
45804,0,0.255522
45805,0,0.4874573
45806,0,0.03011082
45807,1,0.7900848
45808,1,0.72338986
45809,1,0.6597476
45810,0,0.0324803
45811,1,0.9391943
45812,0,0.30716276
45813,0,0.088589884
45814,0,0.24775821
45815,1,0.90635216
45816,1,0.50679934
45817,0,0.21822737
45818,1,0.75449604
45819,0,0.2656643
45820,0,5.955876e-37
45821,0,0.25347558
45822,1,0.63076365
45823,1,0.56045604
45824,1,0.57149756
45825,0,8.0550274e-07
45826,1,0.7861515
45827,1,0.8101915
45828,1,0.8529665
45829,0,0.20416497
45830,0,0.2829505
45831,0,0.17490639
45832,1,0.88609856
45833,1,0.5990601
45834,0,0.16239622
45835,0,0.25731495
45836,1,0.8300267
45837,1,0.67659706
45838,1,0.86028296
45839,1,0.52305526
45840,0,0.17917675
45841,0,0.109169066
45842,0,0.28176144
45843,1,0.5338338
45844,0,0.38814887
45845,1,0.7447355
45846,1,0.845458
45847,0,0.3830835
45848,0,0.27973384
45849,0,0.21985802
45850,0,0.23745732
45851,1,0.6569244
45852,0,0.0030742723
45853,0,0.3754497
45854,0,0.32744637
45855,0,0.031442173
45856,1,0.60001993
45857,0,0.008533004
45858,0,0.033155628
45859,0,0.39992246
45860,1,0.6183348
45861,0,0.032821734
45862,0,0.15385044
45863,0,0.20336571
45864,1,0.6013836
45865,0,0.15605609
45866,0,0.04455878
45867,0,0.33747777
45868,0,0.32451138
45869,1,0.9104985
45870,0,0.025541093
45871,0,0.04652822
45872,1,0.8618313
45873,1,0.6564038
45874,0,0.45187753
45875,0,0.038530026
45876,0,0.4320771
45877,1,0.57089686
45878,0,0.18925712
45879,1,0.51848567
45880,0,0.31368142
45881,0,0.062653765
45882,0,0.047765195
45883,0,0.18806578
45884,0,0.15181048
45885,1,0.8232992
45886,0,0.22536637
45887,0,0.04503769
45888,0,2.0713333e-09
45889,1,0.77738845
45890,0,0.06270606
45891,0,0.22708982
45892,0,0.32171267
45893,0,0.3276622
45894,0,0.48633218
45895,0,0.45900127
45896,1,0.68888193
45897,0,0.07283855
45898,0,0.07178158
45899,0,0.3977526
45900,1,0.6738954
45901,0,0.18269485
45902,1,0.8221344
45903,0,0.053008225
45904,1,0.66682506
45905,0,0.02313366
45906,0,0.29862666
45907,0,0.04389491
45908,0,0.18090132
45909,1,0.5699938
45910,1,0.55871916
45911,0,7.853878e-05
45912,1,0.7227458
45913,0,0.4625171
45914,1,0.6058834
45915,0,0.12700601
45916,1,0.520853
45917,0,0.38945973
45918,0,0.08429104
45919,0,0.28630868
45920,1,0.77548265
45921,1,0.7990967
45922,1,0.51722693
45923,0,0.4797595
45924,1,0.5062444
45925,0,0.104720995
45926,0,0.05864984
45927,0,0.1373612
45928,0,0.46066615
45929,0,0.04337061
45930,0,0.15713261
45931,1,0.9409457
45932,1,0.7081159
45933,1,0.6784566
45934,0,0.07603481
45935,0,0.30079058
45936,0,0.3174688
45937,0,0.12684554
45938,0,0.2430615
45939,0,0.0060113347
45940,1,0.56889445
45941,1,0.915854
45942,1,0.60140073
45943,0,0.1251005
45944,0,0.1238727
45945,1,0.8176368
45946,0,0.10899997
45947,1,0.7036734
45948,0,0.022512022
45949,0,0.35952988
45950,0,0.469205
45951,0,0.23604712
45952,1,0.7482828
45953,1,0.80054086
45954,1,0.7959454
45955,0,0.09813801
45956,0,0.30282664
45957,1,0.6355572
45958,0,0.41655153
45959,1,0.76039475
45960,1,0.6279685
45961,1,0.55031675
45962,0,0.010687293
45963,0,0.23121154
45964,0,0.05692455
45965,0,0.0026597779
45966,0,0.45983544
45967,1,0.93392634
45968,0,0.11829803
45969,0,0.40781173
45970,1,0.5150271
45971,0,0.0
45972,0,4.878334e-09
45973,0,0.14925192
45974,0,0.0043374365
45975,0,0.25853118
45976,0,0.0016306747
45977,0,0.00977767
45978,0,0.058504306
45979,1,0.94049263
45980,1,0.51969546
45981,0,0.42757586
45982,0,0.0011884097
45983,0,0.046584155
45984,0,0.27305457
45985,1,0.8999675
45986,0,0.31307268
45987,0,0.09919207
45988,0,0.19205932
45989,1,0.5402836
45990,1,0.8774492
45991,0,1.2623201e-07
45992,1,0.72431797
45993,0,0.052221294
45994,0,0.45821223
45995,1,0.5216676
45996,0,0.055221874
45997,0,0.04028589
45998,0,0.15797162
45999,0,0.29875758
46000,0,2.4396742e-08
46001,0,0.27733237
46002,1,0.94032514
46003,0,0.4735725
46004,0,0.4899674
46005,0,0.0025634973
46006,0,0.0057990337
46007,0,0.032468304
46008,0,0.15487315
46009,0,0.1707171
46010,0,0.18551953
46011,0,0.19713204
46012,1,0.696987
46013,0,0.49731034
46014,1,0.5231643
46015,0,0.10182518
46016,1,0.6116406
46017,1,0.7653878
46018,1,0.51426464
46019,1,0.51564676
46020,0,0.04892938
46021,1,0.9046827
46022,0,0.031375915
46023,0,0.13463688
46024,1,0.7466935
46025,0,0.44414693
46026,1,0.56471914
46027,0,4.4668172e-10
46028,0,0.18509309
46029,1,0.7813258
46030,1,0.755933
46031,1,0.58076984
46032,1,0.5343591
46033,0,0.11036167
46034,1,0.5661238
46035,0,0.414062
46036,1,0.8927905
46037,0,0.08898669
46038,0,0.0034658175
46039,1,0.6900921
46040,0,0.43931946
46041,0,0.19792697
46042,1,0.6479979
46043,0,0.023146328
46044,1,0.55645233
46045,0,0.10993414
46046,0,0.3304769
46047,0,0.24787883
46048,0,0.011699393
46049,0,1.16681846e-07
46050,1,0.7167055
46051,1,0.58517367
46052,0,0.32249594
46053,0,0.44256574
46054,0,0.4708392
46055,0,0.10685172
46056,0,0.040086553
46057,0,0.47126386
46058,0,0.0037043747
46059,1,0.7935467
46060,0,0.006470809
46061,0,0.12742415
46062,0,0.0038582415
46063,0,0.31198344
46064,1,0.5859392
46065,1,0.66624635
46066,0,0.07449851
46067,0,0.0026424092
46068,0,0.07344589
46069,1,0.7578438
46070,0,0.06581731
46071,1,0.8220527
46072,1,0.7821515
46073,1,0.9326656
46074,0,0.12219478
46075,1,0.56487775
46076,0,0.19472198
46077,0,0.11967946
46078,1,0.7141479
46079,1,0.6411932
46080,1,0.6683476
46081,0,0.17781006
46082,0,0.32348433
46083,1,0.7187119
46084,0,0.021323893
46085,1,0.5718981
46086,1,0.70223653
46087,0,0.23416765
46088,0,0.42347363
46089,0,0.33842814
46090,1,0.8271749
46091,1,0.81449515
46092,0,0.14299166
46093,0,0.34160918
46094,0,0.22485816
46095,0,0.0036739926
46096,1,0.93529034
46097,1,0.5333002
46098,1,0.75507295
46099,0,0.34750295
46100,0,0.07326462
46101,0,0.0035179195
46102,0,0.018435856
46103,0,0.42630526
46104,0,0.08588138
46105,1,0.65240675
46106,0,0.012144269
46107,1,0.6079338
46108,1,0.77880496
46109,0,0.08522409
46110,1,0.794537
46111,0,1.7388145e-15
46112,1,0.832086
46113,0,0.24579912
46114,0,0.09067838
46115,0,0.03247164
46116,1,0.61216366
46117,1,0.5091378
46118,0,0.2501613
46119,1,0.7029273
46120,1,0.7075235
46121,0,0.0011866819
46122,1,0.5088289
46123,0,0.09890752
46124,0,0.12644227
46125,0,0.36203408
46126,1,0.5812394
46127,0,0.032371636
46128,1,0.82948196
46129,1,0.7211089
46130,0,0.11113253
46131,0,0.0832808
46132,1,0.527775
46133,0,0.09491476
46134,0,0.08181076
46135,1,0.8323353
46136,0,0.08788837
46137,0,0.3161588
46138,0,0.11609046
46139,0,0.008319086
46140,0,0.1944092
46141,1,0.93543017
46142,0,0.14667486
46143,0,0.47389776
46144,0,0.43341115
46145,0,0.36998394
46146,0,0.16725883
46147,0,0.18271318
46148,0,0.23876613
46149,1,0.84558296
46150,0,8.181136e-05
46151,0,0.31844205
46152,1,0.7733985
46153,0,0.031147948
46154,1,0.72617716
46155,0,0.00051396625
46156,0,0.09056152
46157,0,0.29819965
46158,0,0.31247547
46159,1,0.7212376
46160,0,0.10960864
46161,0,0.015304114
46162,1,0.7639798
46163,1,0.5306298
46164,1,0.8094437
46165,0,0.1055965
46166,0,0.00081478007
46167,1,0.58862746
46168,0,0.06845091
46169,0,0.47146964
46170,1,0.8779601
46171,1,0.5992368
46172,1,0.52961904
46173,0,0.2734699
46174,0,0.0690524
46175,0,0.48044646
46176,1,0.7843393
46177,0,0.14410035
46178,0,0.11252955
46179,1,0.50706774
46180,0,0.034621138
46181,0,0.08027558
46182,1,0.8348282
46183,1,0.612063
46184,0,0.48443487
46185,0,0.020176321
46186,1,0.63091505
46187,1,0.7317956
46188,0,0.30219612
46189,1,0.6009388
46190,0,0.4573985
46191,1,0.8387271
46192,1,0.94566345
46193,0,0.30786628
46194,1,0.781289
46195,1,0.59666795
46196,0,0.20872928
46197,1,0.89311767
46198,0,0.41063198
46199,0,0.17448922
46200,0,0.38028225
46201,0,8.491954e-06
46202,1,0.8882036
46203,1,0.6207737
46204,0,0.021570185
46205,1,0.7334457
46206,0,0.13252139
46207,0,0.07156231
46208,1,0.8634734
46209,0,0.1541818
46210,1,0.81687206
46211,1,0.56025505
46212,0,0.092546925
46213,0,0.030386427
46214,1,0.7405257
46215,1,0.610088
46216,0,0.15225571
46217,1,0.872857
46218,0,0.015394767
46219,0,0.25656205
46220,0,0.23081763
46221,0,0.34310374
46222,0,0.2987226
46223,0,0.038937286
46224,1,0.687389
46225,1,0.52117497
46226,1,0.57376
46227,0,0.29900417
46228,1,0.74001765
46229,0,0.006150144
46230,0,0.23631841
46231,1,0.7736743
46232,1,0.94657433
46233,0,0.22830227
46234,0,0.44414347
46235,0,0.4246281
46236,0,0.32290316
46237,1,0.79321396
46238,0,0.08609642
46239,1,0.80308217
46240,0,0.16165386
46241,1,0.8882749
46242,0,0.20549433
46243,0,0.4406724
46244,0,0.36888644
46245,1,0.6670975
46246,1,0.8276314
46247,0,0.39790416
46248,1,0.6664922
46249,1,0.62739104
46250,1,0.89975584
46251,1,0.92295307
46252,0,0.11617434
46253,1,0.8933789
46254,0,0.085380435
46255,0,0.3649109
46256,0,0.19791456
46257,1,0.6789578
46258,1,0.97693545
46259,1,0.78510356
46260,1,0.57947975
46261,1,0.78698933
46262,1,0.770209
46263,0,0.021680845
46264,0,0.13998064
46265,0,0.10579568
46266,0,0.103441365
46267,1,0.5935857
46268,0,0.13454579
46269,0,0.023136485
46270,0,0.02851848
46271,1,0.9471839
46272,0,0.054260824
46273,0,0.23563245
46274,0,0.025430305
46275,0,0.027471837
46276,1,0.86747915
46277,1,0.8763397
46278,1,0.7705164
46279,1,0.9023936
46280,1,0.64065915
46281,0,0.19073716
46282,0,0.13646656
46283,1,0.5676146
46284,0,0.24438246
46285,0,0.03181196
46286,0,0.321523
46287,0,0.17823836
46288,0,0.36446717
46289,0,0.1597961
46290,1,0.78111535
46291,1,0.5846057
46292,0,0.24949786
46293,0,0.09941205
46294,1,0.68962735
46295,1,0.7512104
46296,1,0.78011274
46297,1,0.57688445
46298,0,0.0010588377
46299,1,0.75737953
46300,0,0.28940007
46301,0,0.13486594
46302,0,0.11775072
46303,1,0.9246241
46304,0,0.24255449
46305,0,0.029164275
46306,0,0.29291463
46307,0,0.42956886
46308,0,0.2232738
46309,1,0.70775694
46310,0,2.7762128e-06
46311,0,0.4149691
46312,1,0.63060915
46313,0,0.10744306
46314,1,0.52306056
46315,0,0.007622033
46316,0,0.048201833
46317,0,0.052974693
46318,0,0.25754553
46319,0,0.13432103
46320,1,0.5208299
46321,1,0.89001316
46322,0,0.031906705
46323,0,0.0195435
46324,1,0.641941
46325,1,0.7368031
46326,1,0.77512026
46327,0,0.4106321
46328,0,0.23259316
46329,1,0.5734424
46330,0,0.076813474
46331,0,0.2333757
46332,0,0.16420744
46333,0,0.1560083
46334,0,0.082489006
46335,0,0.21350002
46336,0,0.020143937
46337,0,0.010374245
46338,1,0.6671217
46339,1,0.5362025
46340,0,0.107077986
46341,0,0.22888194
46342,0,0.44075608
46343,1,0.76169395
46344,0,0.10329316
46345,1,0.8314358
46346,1,0.7647841
46347,0,0.34944546
46348,0,0.09962033
46349,1,0.64041287
46350,0,0.012844077
46351,0,0.03805127
46352,0,0.18255709
46353,1,0.7234552
46354,1,0.5153885
46355,1,0.74172246
46356,0,0.495982
46357,1,0.5584201
46358,0,0.099484175
46359,1,0.6376909
46360,1,0.57738966
46361,1,0.8549578
46362,1,0.71489173
46363,0,0.07608581
46364,0,0.339166
46365,0,0.30603397
46366,0,0.19589819
46367,0,0.339178
46368,1,0.5845644
46369,0,0.044649687
46370,0,0.46314305
46371,1,0.67890936
46372,1,0.65188205
46373,0,0.2866015
46374,0,0.16774485
46375,0,0.00014824203
46376,0,0.032852065
46377,1,0.8069497
46378,0,0.033360936
46379,0,0.00054784917
46380,1,0.6867743
46381,0,1.2809277e-24
46382,0,0.19448951
46383,1,0.5680456
46384,1,0.7394809
46385,0,0.24920551
46386,0,0.0948177
46387,0,0.23082751
46388,0,0.42509282
46389,0,0.08068732
46390,0,0.19576423
46391,0,0.028143695
46392,0,0.07072829
46393,1,0.5605204
46394,0,0.41957584
46395,0,0.48625287
46396,0,0.00046603376
46397,1,0.8710987
46398,0,0.07210142
